Council Area code,Council Area,Year,Median (£),Mean (£),Count,Total value (£),Lower quartile (£),Upper quartile (£)
S12000039,West Dunbartonshire,2006," 84,505 "," 95,176 "," 2,136 "," 203,296,022 "," 58,000 "," 120,000 "
S12000039,West Dunbartonshire,2007," 91,000 "," 105,965 "," 2,311 "," 244,884,641 "," 66,000 "," 130,000 "
S12000039,West Dunbartonshire,2008," 97,995 "," 115,450 "," 1,579 "," 182,295,920 "," 72,000 "," 141,250 "
S12000039,West Dunbartonshire,2009," 86,500 "," 104,532 ", 831 ," 86,865,837 "," 65,000 "," 127,000 "
S12000039,West Dunbartonshire,2010," 90,998 "," 107,073 ", 960 ," 102,790,193 "," 65,000 "," 130,000 "
S12000039,West Dunbartonshire,2011," 92,250 "," 113,680 ", 946 ," 107,541,701 "," 65,000 "," 140,000 "
S12000039,West Dunbartonshire,2012," 93,000 "," 114,948 ", 940 ," 108,051,037 "," 65,000 "," 152,624 "
S12000039,West Dunbartonshire,2013," 90,000 "," 110,274 "," 1,119 "," 123,396,818 "," 62,000 "," 145,000 "
S12000039,West Dunbartonshire,2014," 93,000 "," 113,952 "," 1,256 "," 143,123,779 "," 63,000 "," 146,995 "
S12000039,West Dunbartonshire,2015," 99,000 "," 116,180 "," 1,382 "," 160,560,802 "," 65,000 "," 154,000 "
S12000039,West Dunbartonshire,2016," 88,200 "," 107,968 "," 1,313 "," 141,762,621 "," 62,500 "," 145,000 "
S12000039,West Dunbartonshire,2017," 90,625 "," 113,353 "," 1,410 "," 159,827,650 "," 65,000 "," 149,759 "
S12000039,West Dunbartonshire,2018," 98,000 "," 120,503 "," 1,415 "," 170,511,089 "," 70,000 "," 155,750 "
S12000039,West Dunbartonshire,2019," 102,250 "," 124,990 "," 1,492 "," 186,484,423 "," 71,000 "," 165,082 "
S12000039,West Dunbartonshire,2020," 106,130 "," 127,728 "," 1,265 "," 161,575,618 "," 73,500 "," 172,000 "
S12000039,West Dunbartonshire,2021," 106,000 "," 132,873 "," 1,508 "," 200,372,519 "," 75,000 "," 166,756 "
S12000039,West Dunbartonshire,2022," 117,000 "," 140,184 "," 1,314 "," 184,201,592 "," 80,500 "," 177,169 "
S12000039,West Dunbartonshire,2023," 120,000 "," 148,128 "," 1,277 "," 189,159,930 "," 80,000 "," 198,000 "
S12000039,West Dunbartonshire,2024," 130,000 "," 155,510 "," 1,343 "," 208,849,444 "," 87,500 "," 201,500 "
S12000040,West Lothian,2004," 88,973 "," 104,317 "," 4,854 "," 506,354,585 "," 60,000 "," 136,271 "
S12000040,West Lothian,2005," 95,000 "," 112,907 "," 4,587 "," 517,902,685 "," 70,000 "," 145,000 "
S12000040,West Lothian,2006," 108,000 "," 127,466 "," 5,067 "," 645,871,919 "," 83,000 "," 160,600 "
S12000040,West Lothian,2007," 123,000 "," 141,950 "," 5,092 "," 722,809,656 "," 96,000 "," 173,710 "
S12000040,West Lothian,2008," 124,000 "," 143,234 "," 3,153 "," 451,616,930 "," 97,000 "," 175,000 "
S12000040,West Lothian,2009," 120,000 "," 138,036 "," 1,826 "," 252,053,860 "," 91,625 "," 165,000 "
S12000040,West Lothian,2010," 120,000 "," 142,327 "," 1,939 "," 275,971,799 "," 90,000 "," 173,748 "
S12000040,West Lothian,2011," 117,500 "," 143,215 "," 1,839 "," 263,372,183 "," 87,500 "," 175,000 "
S12000040,West Lothian,2012," 120,000 "," 139,848 "," 2,027 "," 283,471,527 "," 85,142 "," 170,000 "
S12000040,West Lothian,2013," 121,000 "," 140,350 "," 2,299 "," 322,663,544 "," 85,000 "," 172,995 "
S12000040,West Lothian,2014," 125,000 "," 147,452 "," 2,813 "," 414,781,570 "," 89,950 "," 185,000 "
S12000040,West Lothian,2015," 138,500 "," 159,857 "," 3,066 "," 490,122,054 "," 95,000 "," 200,000 "
S12000040,West Lothian,2016," 135,000 "," 159,276 "," 3,150 "," 501,720,550 "," 95,000 "," 205,000 "
S12000040,West Lothian,2017," 133,948 "," 159,339 "," 3,334 "," 531,236,594 "," 97,000 "," 200,000 "
S12000040,West Lothian,2018," 144,995 "," 171,399 "," 3,139 "," 538,020,422 "," 110,000 "," 212,995 "
S12000040,West Lothian,2019," 155,000 "," 180,241 "," 3,285 "," 592,090,598 "," 115,000 "," 230,000 "
S12000040,West Lothian,2020," 165,125 "," 193,558 "," 2,859 "," 553,383,260 "," 120,000 "," 245,000 "
S12000040,West Lothian,2021," 180,000 "," 211,062 "," 3,561 "," 751,593,046 "," 127,000 "," 275,000 "
S12000040,West Lothian,2022," 204,498 "," 237,667 "," 3,276 "," 778,597,244 "," 139,000 "," 315,000 "
S12000040,West Lothian,2023," 210,000 "," 237,523 "," 3,003 "," 713,280,415 "," 140,050 "," 311,498 "
S12000040,West Lothian,2024," 205,000 "," 239,072 "," 3,334 "," 797,067,503 "," 140,000 "," 305,500 "
S12000041,Angus,2004," 72,000 "," 89,919 "," 2,607 "," 234,419,571 "," 39,100 "," 126,658 "
S12000041,Angus,2005," 90,000 "," 106,860 "," 2,704 "," 288,948,751 "," 55,215 "," 146,996 "
S12000041,Angus,2006," 106,050 "," 123,343 "," 2,817 "," 347,457,643 "," 70,000 "," 165,000 "
S12000041,Angus,2007," 125,000 "," 141,856 "," 2,887 "," 409,537,308 "," 84,810 "," 184,675 "
S12000041,Angus,2008," 125,000 "," 144,874 "," 2,075 "," 300,613,349 "," 84,000 "," 185,000 "
S12000041,Angus,2009," 122,500 "," 139,441 "," 1,407 "," 196,193,459 "," 81,500 "," 175,000 "
S12000041,Angus,2010," 125,000 "," 144,972 "," 1,580 "," 229,055,916 "," 85,000 "," 180,436 "
S12000041,Angus,2011," 125,000 "," 142,551 "," 1,379 "," 196,578,512 "," 84,000 "," 182,000 "
S12000041,Angus,2012," 128,000 "," 143,712 "," 1,377 "," 197,892,056 "," 85,000 "," 180,000 "
S12000041,Angus,2013," 131,500 "," 145,780 "," 1,760 "," 256,572,095 "," 85,000 "," 185,000 "
S12000041,Angus,2014," 142,500 "," 154,854 "," 1,995 "," 308,933,462 "," 90,000 "," 195,975 "
S12000041,Angus,2015," 142,865 "," 154,736 "," 1,967 "," 304,366,080 "," 90,925 "," 199,998 "
S12000041,Angus,2016," 146,598 "," 159,711 "," 2,014 "," 321,657,475 "," 91,000 "," 210,000 "
S12000041,Angus,2017," 144,000 "," 158,866 "," 2,104 "," 334,253,630 "," 90,075 "," 210,000 "
S12000041,Angus,2018," 150,000 "," 165,061 "," 2,068 "," 341,346,291 "," 94,875 "," 216,996 "
S12000041,Angus,2019," 155,345 "," 167,652 "," 2,100 "," 352,068,793 "," 99,000 "," 223,000 "
S12000041,Angus,2020," 160,000 "," 173,728 "," 1,832 "," 318,269,704 "," 100,400 "," 227,000 "
S12000041,Angus,2021," 165,000 "," 183,612 "," 2,583 "," 474,268,689 "," 105,000 "," 240,140 "
S12000041,Angus,2022," 175,000 "," 193,387 "," 2,140 "," 413,847,534 "," 110,000 "," 253,488 "
S12000041,Angus,2023," 170,000 "," 187,599 "," 1,805 "," 338,616,791 "," 110,000 "," 247,500 "
S12000041,Angus,2024," 182,000 "," 201,515 "," 1,842 "," 371,190,298 "," 115,000 "," 263,000 "
S12000042,Dundee City,2004," 60,000 "," 76,228 "," 3,561 "," 271,449,613 "," 35,000 "," 102,500 "
S12000042,Dundee City,2005," 75,000 "," 91,644 "," 3,774 "," 345,864,280 "," 45,638 "," 120,000 "
S12000042,Dundee City,2006," 90,000 "," 106,911 "," 4,057 "," 433,737,066 "," 60,000 "," 141,677 "
S12000042,Dundee City,2007," 110,000 "," 128,243 "," 4,380 "," 561,704,917 "," 75,500 "," 170,000 "
S12000042,Dundee City,2008," 106,075 "," 126,090 "," 2,902 "," 365,914,240 "," 75,000 "," 168,000 "
S12000042,Dundee City,2009," 110,000 "," 126,831 "," 1,898 "," 240,725,225 "," 75,000 "," 169,713 "
S12000042,Dundee City,2010," 105,000 "," 124,984 "," 2,011 "," 251,343,506 "," 74,000 "," 160,000 "
S12000042,Dundee City,2011," 102,000 "," 123,343 "," 1,775 "," 218,933,337 "," 72,000 "," 160,000 "
S12000042,Dundee City,2012," 100,550 "," 124,572 "," 1,879 "," 234,071,150 "," 71,000 "," 159,975 "
S12000042,Dundee City,2013," 110,000 "," 126,304 "," 2,112 "," 266,753,041 "," 74,000 "," 163,996 "
S12000042,Dundee City,2014," 110,000 "," 126,122 "," 2,192 "," 276,459,341 "," 73,000 "," 167,125 "
S12000042,Dundee City,2015," 112,643 "," 130,443 "," 2,336 "," 304,714,776 "," 75,000 "," 170,000 "
S12000042,Dundee City,2016," 115,000 "," 132,294 "," 2,611 "," 345,420,527 "," 75,000 "," 176,420 "
S12000042,Dundee City,2017," 115,000 "," 135,323 "," 2,585 "," 349,811,071 "," 77,000 "," 180,000 "
S12000042,Dundee City,2018," 117,100 "," 139,383 "," 2,579 "," 359,468,937 "," 80,000 "," 180,000 "
S12000042,Dundee City,2019," 125,000 "," 143,096 "," 2,636 "," 377,201,556 "," 80,000 "," 190,000 "
S12000042,Dundee City,2020," 133,000 "," 152,766 "," 2,288 "," 349,527,671 "," 86,000 "," 200,000 "
S12000042,Dundee City,2021," 140,000 "," 163,251 "," 3,221 "," 525,832,404 "," 92,000 "," 215,000 "
S12000042,Dundee City,2022," 136,000 "," 167,512 "," 2,863 "," 479,587,062 "," 90,000 "," 224,998 "
S12000042,Dundee City,2023," 135,000 "," 163,720 "," 2,397 "," 392,436,688 "," 90,000 "," 220,000 "
S12000042,Dundee City,2024," 137,000 "," 165,680 "," 2,637 "," 436,898,849 "," 91,000 "," 225,000 "
S12000045,East Dunbartonshire,2004," 125,300 "," 150,977 "," 2,208 "," 333,357,397 "," 75,000 "," 203,000 "
S12000045,East Dunbartonshire,2005," 147,500 "," 169,400 "," 2,344 "," 397,073,488 "," 92,000 "," 220,000 "
S12000045,East Dunbartonshire,2006," 153,325 "," 179,393 "," 2,311 "," 414,576,421 "," 98,000 "," 223,000 "
S12000045,East Dunbartonshire,2007," 165,000 "," 194,392 "," 2,549 "," 495,505,203 "," 110,000 "," 240,000 "
S12000045,East Dunbartonshire,2008," 165,000 "," 209,564 "," 1,603 "," 335,931,337 "," 110,000 "," 245,000 "
S12000045,East Dunbartonshire,2009," 160,000 "," 193,831 "," 1,223 "," 237,054,862 "," 115,000 "," 229,000 "
S12000045,East Dunbartonshire,2010," 162,750 "," 202,722 "," 1,334 "," 270,431,231 "," 110,000 "," 246,917 "
S12000045,East Dunbartonshire,2011," 168,750 "," 206,248 "," 1,336 "," 275,547,527 "," 115,000 "," 250,000 "
S12000045,East Dunbartonshire,2012," 170,475 "," 206,172 "," 1,456 "," 300,186,662 "," 117,500 "," 263,000 "
S12000045,East Dunbartonshire,2013," 173,000 "," 210,483 "," 1,695 "," 356,769,337 "," 120,000 "," 265,995 "
S12000045,East Dunbartonshire,2014," 184,998 "," 221,017 "," 1,976 "," 436,730,287 "," 125,000 "," 285,000 "
S12000045,East Dunbartonshire,2015," 185,000 "," 221,505 "," 1,959 "," 433,929,212 "," 127,250 "," 290,000 "
S12000045,East Dunbartonshire,2016," 186,000 "," 219,485 "," 1,919 "," 421,191,177 "," 122,500 "," 285,525 "
S12000045,East Dunbartonshire,2017," 199,995 "," 235,966 "," 2,063 "," 486,798,187 "," 129,250 "," 301,000 "
S12000045,East Dunbartonshire,2018," 210,000 "," 247,804 "," 1,867 "," 462,649,473 "," 140,000 "," 320,000 "
S12000045,East Dunbartonshire,2019," 219,995 "," 255,478 "," 2,038 "," 520,663,716 "," 145,000 "," 335,000 "
S12000045,East Dunbartonshire,2020," 219,000 "," 256,130 "," 1,673 "," 428,504,702 "," 147,000 "," 322,000 "
S12000045,East Dunbartonshire,2021," 235,574 "," 278,173 "," 1,959 "," 544,940,670 "," 155,000 "," 371,640 "
S12000045,East Dunbartonshire,2022," 251,025 "," 296,316 "," 1,725 "," 511,145,258 "," 162,995 "," 382,399 "
S12000045,East Dunbartonshire,2023," 254,500 "," 299,597 "," 1,646 "," 493,135,889 "," 170,000 "," 380,000 "
S12000045,East Dunbartonshire,2024," 266,750 "," 307,208 "," 1,798 "," 552,359,447 "," 175,000 "," 385,000 "
S12000047,Fife,2004," 74,500 "," 95,405 "," 9,789 "," 933,919,056 "," 45,000 "," 130,000 "
S12000047,Fife,2005," 87,000 "," 108,342 "," 10,164 "," 1,101,187,594 "," 58,000 "," 144,000 "
S12000047,Fife,2006," 97,838 "," 120,133 "," 10,680 "," 1,283,017,647 "," 69,000 "," 157,500 "
S12000047,Fife,2007," 112,500 "," 135,350 "," 11,126 "," 1,505,906,320 "," 80,000 "," 174,000 "
S12000047,Fife,2008," 118,000 "," 143,350 "," 6,852 "," 982,237,071 "," 80,500 "," 181,000 "
S12000047,Fife,2009," 116,125 "," 136,173 "," 4,742 "," 645,732,441 "," 75,000 "," 172,999 "
S12000047,Fife,2010," 115,000 "," 137,488 "," 5,140 "," 706,686,177 "," 73,500 "," 175,000 "
S12000047,Fife,2011," 114,500 "," 136,455 "," 4,874 "," 665,081,499 "," 74,000 "," 172,500 "
S12000047,Fife,2012," 110,250 "," 133,240 "," 4,904 "," 653,410,118 "," 72,000 "," 170,000 "
S12000047,Fife,2013," 112,000 "," 132,895 "," 5,812 "," 772,385,162 "," 73,000 "," 171,026 "
S12000047,Fife,2014," 120,000 "," 140,417 "," 6,266 "," 879,854,003 "," 75,500 "," 177,500 "
S12000047,Fife,2015," 123,500 "," 148,806 "," 6,497 "," 966,789,900 "," 80,000 "," 186,500 "
S12000047,Fife,2016," 125,000 "," 149,986 "," 6,583 "," 987,354,656 "," 80,000 "," 190,000 "
S12000047,Fife,2017," 130,000 "," 155,122 "," 6,945 "," 1,077,320,364 "," 85,000 "," 198,500 "
S12000047,Fife,2018," 137,000 "," 160,653 "," 6,956 "," 1,117,505,683 "," 87,969 "," 205,000 "
S12000047,Fife,2019," 135,000 "," 160,969 "," 7,063 "," 1,136,923,527 "," 87,000 "," 208,000 "
S12000047,Fife,2020," 144,000 "," 171,112 "," 5,883 "," 1,006,654,481 "," 91,000 "," 221,000 "
S12000047,Fife,2021," 151,000 "," 184,544 "," 7,618 "," 1,405,855,156 "," 96,000 "," 236,995 "
S12000047,Fife,2022," 157,006 "," 198,005 "," 6,720 "," 1,330,593,781 "," 102,500 "," 251,603 "
S12000047,Fife,2023," 170,000 "," 205,175 "," 6,399 "," 1,312,914,603 "," 109,500 "," 264,000 "
S12000047,Fife,2024," 175,000 "," 211,728 "," 6,656 "," 1,409,261,340 "," 110,000 "," 270,000 "
S12000048,Perth and Kinross,2004," 97,000 "," 120,363 "," 3,641 "," 438,240,871 "," 53,500 "," 162,997 "
S12000048,Perth and Kinross,2005," 115,000 "," 136,122 "," 3,735 "," 508,413,822 "," 70,000 "," 178,998 "
S12000048,Perth and Kinross,2006," 131,310 "," 152,859 "," 4,105 "," 627,484,913 "," 81,575 "," 192,500 "
S12000048,Perth and Kinross,2007," 148,000 "," 177,071 "," 4,246 "," 751,841,462 "," 99,025 "," 219,999 "
S12000048,Perth and Kinross,2008," 146,250 "," 182,216 "," 2,876 "," 524,053,889 "," 100,000 "," 220,825 "
S12000048,Perth and Kinross,2009," 145,000 "," 172,520 "," 1,932 "," 333,307,836 "," 98,000 "," 215,000 "
S12000048,Perth and Kinross,2010," 146,562 "," 179,896 "," 2,230 "," 401,168,587 "," 98,000 "," 225,000 "
S12000048,Perth and Kinross,2011," 155,000 "," 183,334 "," 1,989 "," 364,652,123 "," 104,000 "," 230,000 "
S12000048,Perth and Kinross,2012," 150,000 "," 180,685 "," 1,977 "," 357,214,439 "," 100,000 "," 225,000 "
S12000048,Perth and Kinross,2013," 150,000 "," 178,353 "," 2,292 "," 408,786,003 "," 101,375 "," 221,412 "
S12000048,Perth and Kinross,2014," 159,975 "," 187,741 "," 2,706 "," 508,027,071 "," 109,000 "," 235,000 "
S12000048,Perth and Kinross,2015," 164,775 "," 191,349 "," 2,866 "," 548,406,960 "," 110,000 "," 242,375 "
S12000048,Perth and Kinross,2016," 162,500 "," 187,872 "," 2,957 "," 555,537,845 "," 112,500 "," 237,500 "
S12000048,Perth and Kinross,2017," 167,000 "," 196,605 "," 3,108 "," 611,047,400 "," 118,500 "," 245,000 "
S12000048,Perth and Kinross,2018," 171,000 "," 195,807 "," 3,104 "," 607,783,783 "," 120,000 "," 245,000 "
S12000048,Perth and Kinross,2019," 176,500 "," 204,078 "," 3,066 "," 625,703,468 "," 125,000 "," 251,375 "
S12000048,Perth and Kinross,2020," 190,000 "," 219,851 "," 2,583 "," 567,875,115 "," 130,000 "," 270,000 "
S12000048,Perth and Kinross,2021," 197,500 "," 231,405 "," 3,741 "," 865,686,552 "," 130,000 "," 285,995 "
S12000048,Perth and Kinross,2022," 212,000 "," 247,748 "," 3,153 "," 781,150,851 "," 140,000 "," 310,000 "
S12000048,Perth and Kinross,2023," 219,995 "," 248,055 "," 2,843 "," 705,220,035 "," 145,000 "," 307,750 "
S12000048,Perth and Kinross,2024," 215,000 "," 248,984 "," 3,055 "," 760,646,992 "," 145,000 "," 310,000 "
S12000049,Glasgow City,2004," 92,750 "," 110,290 "," 16,153 "," 1,781,513,694 "," 60,000 "," 140,000 "
S12000049,Glasgow City,2005," 104,000 "," 121,562 "," 16,749 "," 2,036,042,507 "," 72,000 "," 150,000 "
S12000049,Glasgow City,2006," 113,263 "," 131,684 "," 18,286 "," 2,407,982,045 "," 80,000 "," 157,500 "
S12000049,Glasgow City,2007," 125,000 "," 143,584 "," 19,274 "," 2,767,429,328 "," 90,000 "," 169,504 "
S12000049,Glasgow City,2008," 120,000 "," 139,630 "," 12,577 "," 1,756,127,703 "," 86,000 "," 164,000 "
S12000049,Glasgow City,2009," 115,000 "," 132,128 "," 8,024 "," 1,060,194,385 "," 80,000 "," 157,044 "
S12000049,Glasgow City,2010," 115,000 "," 134,846 "," 8,123 "," 1,095,351,276 "," 78,000 "," 160,000 "
S12000049,Glasgow City,2011," 113,000 "," 133,897 "," 7,472 "," 1,000,479,995 "," 75,000 "," 162,000 "
S12000049,Glasgow City,2012," 106,500 "," 127,810 "," 7,658 "," 978,765,437 "," 70,000 "," 156,000 "
S12000049,Glasgow City,2013," 104,950 "," 126,775 "," 8,982 "," 1,138,690,320 "," 67,000 "," 155,000 "
S12000049,Glasgow City,2014," 110,000 "," 129,714 "," 10,333 "," 1,340,337,793 "," 69,995 "," 159,500 "
S12000049,Glasgow City,2015," 117,000 "," 138,499 "," 11,586 "," 1,604,646,528 "," 75,000 "," 170,000 "
S12000049,Glasgow City,2016," 120,000 "," 141,112 "," 11,794 "," 1,664,278,962 "," 77,500 "," 174,995 "
S12000049,Glasgow City,2017," 128,995 "," 152,381 "," 12,153 "," 1,851,886,727 "," 83,000 "," 187,225 "
S12000049,Glasgow City,2018," 136,000 "," 159,783 "," 11,692 "," 1,868,183,207 "," 89,825 "," 195,000 "
S12000049,Glasgow City,2019," 138,000 "," 160,444 "," 11,838 "," 1,899,338,636 "," 90,203 "," 195,000 "
S12000049,Glasgow City,2020," 149,535 "," 173,889 "," 9,418 "," 1,637,683,586 "," 96,467 "," 210,000 "
S12000049,Glasgow City,2021," 160,000 "," 189,150 "," 13,653 "," 2,582,467,092 "," 110,000 "," 228,500 "
S12000049,Glasgow City,2022," 172,441 "," 202,174 "," 11,764 "," 2,378,377,540 "," 117,735 "," 245,751 "
S12000049,Glasgow City,2023," 173,000 "," 203,792 "," 10,459 "," 2,131,455,977 "," 120,000 "," 245,000 "
S12000049,Glasgow City,2024," 180,000 "," 208,739 "," 10,903 "," 2,275,880,681 "," 127,500 "," 251,364 "
S12000050,North Lanarkshire,2004," 64,000 "," 76,558 "," 8,260 "," 632,365,798 "," 36,000 "," 97,500 "
S12000050,North Lanarkshire,2005," 76,000 "," 91,913 "," 9,028 "," 829,793,827 "," 48,000 "," 122,950 "
S12000050,North Lanarkshire,2006," 88,000 "," 104,245 "," 9,464 "," 986,572,923 "," 60,000 "," 136,996 "
S12000050,North Lanarkshire,2007," 95,000 "," 113,215 "," 9,397 "," 1,063,884,813 "," 69,000 "," 145,995 "
S12000050,North Lanarkshire,2008," 95,835 "," 115,381 "," 6,124 "," 706,591,284 "," 70,000 "," 148,000 "
S12000050,North Lanarkshire,2009," 92,000 "," 109,078 "," 3,422 "," 373,264,198 "," 68,500 "," 140,000 "
S12000050,North Lanarkshire,2010," 94,000 "," 110,698 "," 3,521 "," 389,769,241 "," 68,000 "," 140,000 "
S12000050,North Lanarkshire,2011," 92,000 "," 113,170 "," 3,473 "," 393,039,558 "," 65,000 "," 146,000 "
S12000050,North Lanarkshire,2012," 89,995 "," 110,254 "," 3,759 "," 414,443,419 "," 60,000 "," 147,885 "
S12000050,North Lanarkshire,2013," 91,500 "," 111,392 "," 4,178 "," 465,395,101 "," 63,500 "," 150,000 "
S12000050,North Lanarkshire,2014," 95,000 "," 114,400 "," 4,807 "," 549,921,780 "," 63,000 "," 156,995 "
S12000050,North Lanarkshire,2015," 97,000 "," 118,099 "," 5,142 "," 607,265,133 "," 67,000 "," 160,000 "
S12000050,North Lanarkshire,2016," 100,000 "," 120,676 "," 5,423 "," 654,425,750 "," 67,000 "," 164,995 "
S12000050,North Lanarkshire,2017," 105,000 "," 125,149 "," 5,592 "," 699,833,434 "," 69,500 "," 170,000 "
S12000050,North Lanarkshire,2018," 112,500 "," 135,316 "," 5,699 "," 771,164,092 "," 73,000 "," 187,000 "
S12000050,North Lanarkshire,2019," 119,000 "," 139,213 "," 5,884 "," 819,127,756 "," 75,000 "," 190,000 "
S12000050,North Lanarkshire,2020," 119,000 "," 141,522 "," 4,732 "," 669,683,543 "," 78,094 "," 194,995 "
S12000050,North Lanarkshire,2021," 120,000 "," 143,552 "," 5,872 "," 842,937,720 "," 80,138 "," 195,000 "
S12000050,North Lanarkshire,2022," 130,875 "," 158,691 "," 5,568 "," 883,594,010 "," 88,000 "," 214,995 "
S12000050,North Lanarkshire,2023," 135,000 "," 165,503 "," 5,104 "," 844,729,675 "," 92,500 "," 225,000 "
S12000050,North Lanarkshire,2024," 143,000 "," 174,714 "," 5,387 "," 941,184,536 "," 97,000 "," 238,250 "
