,postcode,biomass,coal,imports,gas,nuclear,other,hydro,solar,wind
736,EH52,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
737,EH53,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
738,EH54,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
739,EH55,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
740,EH6,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
741,EH7,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
742,EH8,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
743,EH9,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
744,EN1,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
745,EN10,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
746,EN11,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
747,EN2,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
748,EN3,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
749,EN4,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
750,EN5,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
751,EN6,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
752,EN7,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
753,EN8,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
754,EN9,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
755,EX1,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
756,EX10,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
757,EX11,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
758,EX12,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
759,EX13,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
760,EX14,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
761,EX15,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
762,EX16,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
763,EX17,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
764,EX18,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
765,EX19,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
766,EX2,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
767,EX20,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
768,EX21,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
769,EX22,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
770,EX23,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
771,EX24,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
772,EX3,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
773,EX31,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
774,EX32,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
775,EX33,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
776,EX34,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
777,EX35,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
778,EX36,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
779,EX37,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
780,EX38,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
781,EX39,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
782,EX4,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
783,EX5,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
784,EX6,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
785,EX7,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
786,EX8,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
787,EX9,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
788,FK1,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
789,FK10,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
790,FK11,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
791,FK12,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
792,FK13,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
793,FK14,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
794,FK15,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
795,FK16,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
796,FK17,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
797,FK18,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
798,FK19,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
799,FK2,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
800,FK20,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
801,FK21,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
802,FK3,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
803,FK4,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
804,FK5,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
805,FK6,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
806,FK7,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
807,FK8,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
808,FK9,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
809,FY1,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
810,FY2,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
811,FY3,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
812,FY4,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
813,FY5,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
814,FY6,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
815,FY7,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
816,FY8,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
817,G1,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
818,G11,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
819,G12,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
820,G13,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
821,G14,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
822,G15,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
823,G2,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
824,G20,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
825,G21,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
826,G22,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
827,G23,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
828,G3,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
829,G31,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
830,G32,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
831,G33,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
832,G34,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
833,G4,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
834,G40,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
835,G41,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
836,G42,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
837,G43,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
838,G44,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
839,G45,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
840,G46,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
841,G5,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
842,G51,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
843,G52,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
844,G53,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
845,G60,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
846,G61,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
847,G62,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
848,G63,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
849,G64,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
850,G65,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
851,G66,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
852,G67,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
853,G68,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
854,G69,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
855,G71,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
856,G72,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
857,G73,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
858,G74,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
859,G75,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
860,G76,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
861,G77,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
862,G78,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
863,G79,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
864,G81,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
865,G82,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
866,G83,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
867,G84,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
868,GL1,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
869,GL10,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
870,GL11,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
871,GL12,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
872,GL13,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
873,GL14,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
874,GL15,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
875,GL16,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
876,GL17,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
877,GL18,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
878,GL19,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
879,GL2,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
880,GL20,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
881,GL3,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
882,GL4,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
883,GL5,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
884,GL50,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
885,GL51,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
886,GL52,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
887,GL53,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
888,GL54,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
889,GL55,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
890,GL56,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
891,GL6,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
892,GL7,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
893,GL8,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
894,GL9,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
895,GU1,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
896,GU10,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
897,GU11,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
898,GU12,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
899,GU14,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
900,GU15,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
901,GU16,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
902,GU17,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
903,GU18,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
904,GU19,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
905,GU2,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
906,GU20,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
907,GU21,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
908,GU22,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
909,GU23,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
910,GU24,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
911,GU25,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
912,GU26,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
913,GU27,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
914,GU28,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
915,GU29,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
916,GU3,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
917,GU30,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
918,GU31,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
919,GU32,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
920,GU33,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
921,GU34,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
922,GU35,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
923,GU4,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
924,GU46,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
925,GU47,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
926,GU5,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
927,GU51,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
928,GU52,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
929,GU6,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
930,GU7,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
931,GU8,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
932,GU9,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
933,HA0,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
934,HA1,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
935,HA2,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
936,HA3,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
937,HA4,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
938,HA5,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
939,HA6,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
940,HA7,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
941,HA8,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
942,HA9,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
943,HD1,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
944,HD2,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
945,HD3,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
946,HD4,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
947,HD5,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
948,HD6,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
949,HD7,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
950,HD8,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
951,HD9,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
952,HG1,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
953,HG2,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
954,HG3,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
955,HG4,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
956,HG5,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
957,HP1,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
958,HP10,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
959,HP11,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
960,HP12,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
961,HP13,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
962,HP14,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
963,HP15,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
964,HP16,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
965,HP17,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
966,HP18,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
967,HP19,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
968,HP2,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
969,HP20,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
970,HP21,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
971,HP22,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
972,HP23,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
973,HP27,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
974,HP3,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
975,HP4,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
976,HP5,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
977,HP6,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
978,HP7,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
979,HP8,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
980,HP9,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
981,HR1,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
982,HR2,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
983,HR3,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
984,HR4,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
985,HR5,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
986,HR6,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
987,HR7,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
988,HR8,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
989,HR9,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
990,HS1,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
991,HS2,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
992,HS3,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
993,HS4,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
994,HS5,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
995,HS6,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
996,HS7,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
997,HS8,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
998,HS9,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
999,HU1,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1000,HU10,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1001,HU11,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1002,HU12,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1003,HU13,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1004,HU14,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1005,HU15,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1006,HU16,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1007,HU17,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1008,HU18,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1009,HU19,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1010,HU2,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1011,HU20,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1012,HU3,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1013,HU4,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1014,HU5,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1015,HU6,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1016,HU7,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1017,HU8,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1018,HU9,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1019,HX1,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1020,HX2,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1021,HX3,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1022,HX4,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1023,HX5,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1024,HX6,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1025,HX7,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
1026,IG1,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
1027,IG10,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
1028,IG11,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
1029,IG2,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
1030,IG3,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
1031,IG4,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
1032,IG5,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
1033,IG6,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
1034,IG7,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
1035,IG8,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
1036,IG9,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
1037,IP1,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1038,IP10,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1039,IP11,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1040,IP12,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1041,IP13,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1042,IP14,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1043,IP15,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1044,IP16,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1045,IP17,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1046,IP18,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1047,IP19,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1048,IP2,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1049,IP20,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1050,IP21,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1051,IP22,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1052,IP23,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1053,IP24,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1054,IP25,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1055,IP26,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1056,IP27,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1057,IP28,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1058,IP29,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1059,IP3,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1060,IP30,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1061,IP31,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1062,IP32,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1063,IP33,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1064,IP4,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1065,IP5,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1066,IP6,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1067,IP7,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1068,IP8,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1069,IP9,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
1070,IV1,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1071,IV10,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1072,IV11,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1073,IV12,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1074,IV13,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1075,IV14,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1076,IV15,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1077,IV16,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1078,IV17,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1079,IV18,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1080,IV19,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1081,IV2,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1082,IV20,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1083,IV21,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1084,IV22,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1085,IV23,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1086,IV24,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1087,IV25,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1088,IV26,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1089,IV27,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1090,IV28,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1091,IV3,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1092,IV30,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1093,IV31,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1094,IV32,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1095,IV36,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1096,IV4,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1097,IV40,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1098,IV41,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1099,IV42,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1100,IV43,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1101,IV44,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
